variant,size,runs,mean_seconds,stddev_seconds,min_seconds,max_seconds
intrinsics_float,256,5,0.0657692946,0.00026310002917768674,0.065443798,0.066088624
intrinsics_float,512,5,0.1367901026,0.0011268105522841028,0.135548106,0.137890559
intrinsics_float,1024,5,0.2641042506,0.0039467838421936435,0.260703767,0.27034195
intrinsics_float,2048,5,0.5299815868,0.012072751834561211,0.518888656,0.548852362
intrinsics_float,4096,5,1.8085083298,0.009239944658926118,1.800109922,1.822892988
intrinsics_float,8192,5,3.6164673184000002,0.009477171035321813,3.605949742,3.626694221
