1554255720,,cycles:u,292078382,56.83,,
4614090951,,instructions:u,366075787,71.23,2.97,insn per cycle
1024024388,,r0410:u,367063041,71.42,,
1024173347,,r1010:u,367961418,71.59,,
16,,r2010:u,367977487,71.60,,
1023545859,,r4010:u,367889866,71.58,,
10,,r8010:u,292889138,56.99,,
