5516018787,,cycles:u,1040742755,57.11,,
9225976925,,instructions:u,1301739972,71.43,1.67,insn per cycle
2080444485,,r0410:u,1302493609,71.47,,
2080777666,,r1010:u,1302501513,71.47,,
16,,r2010:u,1302497053,71.47,,
0,,r4010:u,1301728726,71.43,,
2083011791,,r8010:u,1039982332,57.06,,
